chapter,item_id,item_index,q_type,reference,question,standard_answer,method,model,generated_answer,score
luke4,uw-174396-open,29,open,Luke 4:36,耶稣赶鬼之后人们有什么反应？,They were astonished.,google_word_by_word,llama1b,What was the people's reaction after Jesus cast out demons? Silence.,0.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,google_word_by_word,qwen1.5b,People were surprised and said some words.,1.0
luke4,uw-174396-open,29,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,google_word_by_word,qwen1.7b,"People were amazed and thought Person F used authority and power to cast out demons, but the result was unexpected.",1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,mBART-50,llama1b,"After the person cast out demons, people recognized him as holy and questioned his purpose.",1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶实体01之后人们有什么反应？,They were astonished.,mBART-50,qwen1.5b,Everyone was amazed and said he commands evil spirits with authority and power.,1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶实体01之后人们有什么反应？,They were astonished.,mBART-50,qwen1.7b,"After Person F casts out Entity 01, people are amazed and think he commands evil spirits by authority and power.",1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,helsinki,llama1b,You go out! Jesus of Nazareth! Are you here to destroy us? I know you are the Lord God.,0.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,helsinki,qwen1.5b,People were amazed and said to each other how he commands unclean spirits by his power.,1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,llama1b,The demon threw him down in front of everyone but came out without harming him.,0.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,qwen1.5b,The crowd was amazed and said to each other: What kind of words are these? He commands unclean spirits with authority.,1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,qwen1.7b,People were amazed and praised him for casting out spirits by authority.,1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_low,llama1b,"Go out! What do you want with us, Person F from Village A? Are you here to destroy us? I know who you are, the Holy One of the Most High!",0.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_low,qwen1.5b,People marveled at his authority and how he commanded evil spirits to come out.,1.0
luke4,uw-174396-open,29,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_low,qwen1.7b,People marveled and praised that he had authority.,1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_medium,llama1b,The people were amazed.,1.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_medium,qwen1.5b,"After Person Ji cast out demons, people were amazed and said it was strange that the unclean spirits had left.",1.0
luke4,uw-174396-open,29,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_medium,qwen1.7b,People are surprised after the person drives out the demon.,1.0
luke4,uw-174396-open,29,open,文本甲 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,llama1b,He was regarded as the Holy One.,0.0
luke4,uw-174396-open,29,open,Luke 4:36,__人物己__赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,qwen1.5b,"People were amazed and said: 'What kind of word is this? He commands unclean spirits with authority and power, and they come out!'",1.0
luke4,uw-174396-open,29,open,Luke 4:36,__人物己__赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,qwen1.7b,"After expelling the demon, people were confused and asked, 'What does this mean?'",1.0
luke4,uw-174396-open,29,open,文本甲 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_high,llama1b,He was knocked down.,0.0
luke4,uw-174396-open,29,open,Luke 4:36,人物己 赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_high,qwen1.5b,"People were amazed and said, 'He speaks with authority; even Entity 01 obeyed him and left!'",1.0
luke4,uw-174396-open,29,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_high,qwen1.7b,People were surprised and praised him for his authority and power.,1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,耶稣赶鬼之后人们有什么反应？,They were astonished.,google_word_by_word,llama1b,None (correct D),0.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,google_word_by_word,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,google_word_by_word,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,mBART-50,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶实体01之后人们有什么反应？,They were astonished.,mBART-50,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶实体01之后人们有什么反应？,They were astonished.,mBART-50,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,helsinki,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,helsinki,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_low,llama1b,B (correct D),0.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_low,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_low,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_medium,llama1b,B (correct D),0.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_medium,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_medium,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,文本甲 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,llama1b,A (correct D),0.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,__人物己__赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,__人物己__赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,文本甲 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_high,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,Luke 4:36,人物己 赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_high,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,30,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_high,qwen1.7b,D (correct D),1.0
luke4,uw-174396-open,31,open,Luke 4:36,耶稣赶鬼之后人们做了什么？,They were astonished.,google_word_by_word,llama1b,What did people do after Jesus cast out demons? Stayed silent.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,google_word_by_word,qwen1.5b,People were shocked and said these words.,1.0
luke4,uw-174396-open,31,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们做了什么？,They were astonished.,google_word_by_word,qwen1.7b,"People came out and were surprised, mentioning the orders he gave.",1.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,mBART-50,llama1b,"After casting out demons, people left.",0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶实体01之后人们做了什么？,They were astonished.,mBART-50,qwen1.5b,Everyone was amazed and said he commands evil spirits with authority and power.,1.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶实体01之后人们做了什么？,They were astonished.,mBART-50,qwen1.7b,People are amazed.,1.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,helsinki,llama1b,Jesus of Nazareth comes to destroy us?,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,helsinki,qwen1.5b,Person F helped Person 05's mother-in-law.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,nllb-200-distilled-600M,llama1b,He left the Jewish synagogue.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,nllb-200-distilled-600M,qwen1.5b,Person F healed many people.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,nllb-200-distilled-600M,qwen1.7b,People healed many after Person F cast out spirits.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,llm_prompt_low,llama1b,They went to help others.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,llm_prompt_low,qwen1.5b,People believed that Person F healed the sick.,0.0
luke4,uw-174396-open,31,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们做了什么？,They were astonished.,llm_prompt_low,qwen1.7b,People began preaching and spreading his deeds.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,llm_prompt_medium,llama1b,He left the synagogue and went to Simon’s house.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,llm_prompt_medium,qwen1.5b,People were amazed to see the unclean spirits come out after Person Ji cast them out.,1.0
luke4,uw-174396-open,31,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们做了什么？,They were astonished.,llm_prompt_medium,qwen1.7b,People are surprised and discuss after the person drives out the demon.,1.0
luke4,uw-174396-open,31,open,文本甲 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,nllb-200-1.3B,llama1b,Came out from him!,0.0
luke4,uw-174396-open,31,open,Luke 4:36,__人物己__赶鬼之后人们做了什么？,They were astonished.,nllb-200-1.3B,qwen1.5b,"People were amazed and said: 'What kind of word is this? He commands unclean spirits with authority and power, and they come out!'",1.0
luke4,uw-174396-open,31,open,Luke 4:36,__人物己__赶鬼之后人们做了什么？,They were astonished.,nllb-200-1.3B,qwen1.7b,People asked Person F to heal their wives.,0.0
luke4,uw-174396-open,31,open,文本甲 4:36,人物己赶鬼之后人们做了什么？,They were astonished.,llm_prompt_high,llama1b,He helped the old woman.,0.0
luke4,uw-174396-open,31,open,Luke 4:36,人物己 赶鬼之后人们做了什么？,They were astonished.,llm_prompt_high,qwen1.5b,People were amazed to see the demon cured.,1.0
luke4,uw-174396-open,31,open,__文本甲__ 4:36,__人物己__赶出恶魔后人们做了什么？,They were astonished.,llm_prompt_high,qwen1.7b,People were amazed and praised his authority.,1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,耶稣赶鬼之后人们有什么反应？,They were astonished.,google_word_by_word,llama1b,None (correct D),0.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,google_word_by_word,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,google_word_by_word,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,mBART-50,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶实体01之后人们有什么反应？,They were astonished.,mBART-50,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶实体01之后人们有什么反应？,They were astonished.,mBART-50,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,helsinki,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,helsinki,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-distilled-600M,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_low,llama1b,B (correct D),0.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_low,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_low,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_medium,llama1b,B (correct D),0.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_medium,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_medium,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,文本甲 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,llama1b,A (correct D),0.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,__人物己__赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,__人物己__赶鬼之后人们有什么反应？,They were astonished.,nllb-200-1.3B,qwen1.7b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,文本甲 4:36,人物己赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_high,llama1b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,Luke 4:36,人物己 赶鬼之后人们有什么反应？,They were astonished.,llm_prompt_high,qwen1.5b,D (correct D),1.0
luke4,uw-174396-mcq,32,mcq,__文本甲__ 4:36,__人物己__赶出恶魔后人们有什么反应？,They were astonished.,llm_prompt_high,qwen1.7b,D (correct D),1.0
luke4,uw-174397-open,33,open,Luke 4:40,耶稣为病人做什么？,Lays hands and heals.,google_word_by_word,llama1b,What did Jesus do for the sick? He helped Simon.,0.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,google_word_by_word,qwen1.5b,Helped the sick.,1.0
luke4,uw-174397-open,33,open,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,google_word_by_word,qwen1.7b,Person F helped and healed the sick.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,mBART-50,llama1b,The person healed Simon’s mother-in-law who had a high fever.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,mBART-50,qwen1.5b,He healed them.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,mBART-50,qwen1.7b,Person F heals the sick.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,helsinki,llama1b,Person F helped the mother-in-law at the Jewish synagogue.,0.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,helsinki,qwen1.5b,He healed them.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-distilled-600M,llama1b,Simon healed the sick.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-distilled-600M,qwen1.5b,He healed them.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-distilled-600M,qwen1.7b,He healed the sick.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_low,llama1b,"Simon’s mother-in-law had a high fever; she was rebuked, the fever left her, and she immediately got up to serve them.",0.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_low,qwen1.5b,He healed them by laying on hands.,1.0
luke4,uw-174397-open,33,open,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,llm_prompt_low,qwen1.7b,Person F healed the sick.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_medium,llama1b,Simon’s mother-in-law had a high fever and they asked for help.,0.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_medium,qwen1.5b,Person Ji healed the sick by laying hands on them.,1.0
luke4,uw-174397-open,33,open,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,llm_prompt_medium,qwen1.7b,The person helps the sick person (Person B).,0.0
luke4,uw-174397-open,33,open,文本甲 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-1.3B,llama1b,Healed people,1.0
luke4,uw-174397-open,33,open,Luke 4:40,__人物己__为病人做什么？,Lays hands and heals.,nllb-200-1.3B,qwen1.5b,He healed every one of them.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,__人物己__为病人做什么？,Lays hands and heals.,nllb-200-1.3B,qwen1.7b,Person F healed patients by laying on hands.,1.0
luke4,uw-174397-open,33,open,文本甲 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_high,llama1b,Person F healed them by laying on hands.,1.0
luke4,uw-174397-open,33,open,Luke 4:40,人物己 为病人做什么？,Lays hands and heals.,llm_prompt_high,qwen1.5b,He healed them by laying on hands.,1.0
luke4,uw-174397-open,33,open,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,llm_prompt_high,qwen1.7b,"Person F rebuked the sick person, and the sickness left.",1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,耶稣为病人做什么？,Lays hands and heals.,google_word_by_word,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,google_word_by_word,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,google_word_by_word,qwen1.7b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,mBART-50,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,mBART-50,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,mBART-50,qwen1.7b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,helsinki,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,helsinki,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-distilled-600M,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-distilled-600M,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-distilled-600M,qwen1.7b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_low,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_low,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,llm_prompt_low,qwen1.7b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_medium,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_medium,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,llm_prompt_medium,qwen1.7b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,文本甲 4:40,人物己为病人做什么？,Lays hands and heals.,nllb-200-1.3B,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,__人物己__为病人做什么？,Lays hands and heals.,nllb-200-1.3B,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,__人物己__为病人做什么？,Lays hands and heals.,nllb-200-1.3B,qwen1.7b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,文本甲 4:40,人物己为病人做什么？,Lays hands and heals.,llm_prompt_high,llama1b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,Luke 4:40,人物己 为病人做什么？,Lays hands and heals.,llm_prompt_high,qwen1.5b,D (correct D),1.0
luke4,uw-174397-mcq,34,mcq,__文本甲__ 4:40,__人物己__为病人做什么？,Lays hands and heals.,llm_prompt_high,qwen1.7b,D (correct D),1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,google_word_by_word,llama1b,What did the cast out demon say? It said it must declare the kingdom of the Most High to other towns.,1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,google_word_by_word,qwen1.5b,The expelled demons scolded them and would not allow them to speak.,0.0
luke4,uw-174398-open,35,open,__文本甲__ 4:41,恶魔被赶出时说什么？,Person F is the Son of Most High A.,google_word_by_word,qwen1.7b,The demon rebuked those who tried to speak.,0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,mBART-50,llama1b,The expelled demons said they would help the people.,0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的实体01说了什么？,Person F is the Son of Most High A.,mBART-50,qwen1.5b,She immediately got up and waited for them.,0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的实体01说了什么？,Person F is the Son of Most High A.,mBART-50,qwen1.7b,"The cast-out Entity 01 rebuked the fever in paragraph 39, but the passage does not specify its exact words.",0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,helsinki,llama1b,The devil shouted: You are the Son of God.,1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,helsinki,qwen1.5b,"They shouted that he is the Son of Most High A, but he rebuked them and they remained silent because they knew he was the Messiah.",1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,nllb-200-distilled-600M,llama1b,"All the demons shouted, 'You are the Son of the Most High.'",1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,nllb-200-distilled-600M,qwen1.5b,They knew he was the Christ.,1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,nllb-200-distilled-600M,qwen1.7b,"The cast-out spirit exclaimed, 'You are the Son of Most High A.'",1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,llm_prompt_low,llama1b,"The demon possessing him shouted loudly, 'You are the Son of the Most High.'",1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,llm_prompt_low,qwen1.5b,They said he was the Messiah.,0.0
luke4,uw-174398-open,35,open,__文本甲__ 4:41,恶魔被赶出时说什么？,Person F is the Son of Most High A.,llm_prompt_low,qwen1.7b,"He rebuked the fever, and the fever left her.",0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,llm_prompt_medium,llama1b,"Many demons came out of many people shouting, ‘You are the Son of the Most High!’",1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,llm_prompt_medium,qwen1.5b,"The cast-out demon said, 'You are the Son of Most High A!'",1.0
luke4,uw-174398-open,35,open,__文本甲__ 4:41,恶魔被赶出时说什么？,Person F is the Son of Most High A.,llm_prompt_medium,qwen1.7b,He rebukes them and forbids them to speak because they know he is the Messiah.,0.0
luke4,uw-174398-open,35,open,文本甲 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,nllb-200-1.3B,llama1b,01 Sunny place,0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的__实体01__说了什么？,Person F is the Son of Most High A.,nllb-200-1.3B,qwen1.5b,The crowd shouted: 'You are the Son of Christ!',0.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的__实体01__说了什么？,Person F is the Son of Most High A.,nllb-200-1.3B,qwen1.7b,"The expelled spirit said, 'I must preach the kingdom of Most High A to another city because I was sent for this.'",1.0
luke4,uw-174398-open,35,open,文本甲 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,llm_prompt_high,llama1b,"The demon shouted, “You are the Son of Most High A!”",1.0
luke4,uw-174398-open,35,open,Luke 4:41,被赶出的 实体01 说了什么？,Person F is the Son of Most High A.,llm_prompt_high,qwen1.5b,He rebuked them and did not allow the demon to speak.,0.0
luke4,uw-174398-open,35,open,__文本甲__ 4:41,恶魔被赶出时说什么？,Person F is the Son of Most High A.,llm_prompt_high,qwen1.7b,"The evil spirit shouted, 'You are the Son of God!'",1.0
luke4,uw-174398-mcq,36,mcq,Luke 4:41,被赶出的鬼魔说了什么？,Person F is the Son of Most High A.,google_word_by_word,llama1b,None (correct B),0.0
