chapter,kind,method,level,verse,cometkiwi,src,mt
4,method,helsinki,,36,0.768102,"All the people were amazed and said to each other, “What words these are! With authority and power he gives orders to impure spirits and they come out!”","众人都惊讶地对对方说:这些话是怎样的?他凭着权力和权力,命令污秽的精灵们出来。"
4,method,helsinki,,37,0.679338,"And the news about him spread throughout the surrounding area.

Jesus Heals Many",有关他的消息散布在附近地区。
4,method,helsinki,,38,0.875809,"Jesus left the synagogue and went to the home of Simon. Now Simon’s mother-in-law was suffering from a high fever, and they asked Jesus to help her.","耶稣离开了犹太教堂,去了西蒙的家。 现在西蒙的岳母发高烧,他们要求耶稣帮助她。"
4,method,helsinki,,39,0.657559,"So he bent over her and rebuked the fever, and it left her. She got up at once and began to wait on them.","于是他弯下腰,责备她,然后她就发烧了。她立刻站起来,开始等他们。"
4,method,helsinki,,40,0.855480,"At sunset, the people brought to Jesus all who had various kinds of sickness, and laying his hands on each one, he healed them.","日落时,人们把所有有各种病的人带到耶稣面前,把双手放在每个病人身上,他就治愈了他们。"
4,method,helsinki,,41,0.828704,"Moreover, demons came out of many people, shouting, “You are the Son of God!” But he rebuked them and would not allow them to speak, because they knew he was the Messiah.","此外,恶魔从许多人中出来,他们喊叫说:你是真主的儿子。但他斥责他们,他们不肯说话,因为他们知道他是弥赛亚。"
4,method,helsinki,,42,0.846302,"At daybreak, Jesus went out to a solitary place. The people were looking for him and when they came to where he was, they tried to keep him from leaving them.","黎明时,耶稣来到一个孤僻的地方。当时,人们在找他,当他们来到他所在的地方时,他们想阻止他离开他们。"
4,method,helsinki,,43,0.844529,"But he said, “I must proclaim the good news of the kingdom of God to the other towns also, because that is why I was sent.”","他说:我必定要把真主的国权的喜讯告诉别的城市,因为这就是我被派去的原因。"
4,method,helsinki,,44,0.855963,And he kept on preaching in the synagogues of Judea.,他不停地在犹太教堂传教
4,method,mBART-50,,1,0.872326,"Jesus answered, “It is written: ‘Man shall not live on bread alone.’”","耶稣回答说,“上面写着,‘人不能单靠面包生存。"
4,method,mBART-50,,2,0.875705,"where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of them he was hungry.","在那里,他被魔鬼试探了四十天,在那些日子里,他什么也没吃,最后他饿了。"
4,method,mBART-50,,3,0.711314,"The devil said to him, “If you are the Son of God, tell this stone to become bread.”",撒下9 魔鬼对他说、你若是神的儿子、就叫这石头作面包。
4,method,mBART-50,,5,0.870169,The devil led him up to a high place and showed him in an instant all the kingdoms of the world.,"魔鬼带他到高处,立刻向他展示了世上的各王国。"
4,method,mBART-50,,6,0.804036,"And he said to him, “I will give you all their authority and splendor; it has been given to me, and I can give it to anyone I want to.",撒上9 耶稣对他说、我必赐给你他们的一切权柄和光荣. 这是赐给我的、我可以赐给谁也愿意。
4,method,mBART-50,,7,0.863976,"If you worship me, it will all be yours.”","若你敬拜我,那全是你的。"
4,method,mBART-50,,8,0.852399,"Jesus answered, “It is written: ‘Worship the Lord your God and serve him only.’”",耶稣回答说、有记载说、你们要奉耶和华你们的 神、只奉他。
4,method,mBART-50,,9,0.851235,"The devil led him to Jerusalem and had him stand on the highest point of the temple. “If you are the Son of God,” he said, “throw yourself down from here.","魔鬼带他到耶路撒冷,叫他站在庙顶上。 他说:“如果你是神的儿子,就从这儿下去吧。"
4,method,mBART-50,,10,0.783399,"For it is written:

“‘He will command his angels concerning you
to guard you carefully;",因为有记载的说、他必吩咐他的使者、在你们身上、谨守你们。
4,method,mBART-50,,11,0.731321,"they will lift you up in their hands,
so that you will not strike your foot against a stone.’”","他们必将你举起来,以致你不能撞上石头。"
4,method,mBART-50,,12,0.822340,"Jesus answered, “It is said: ‘Do not put the Lord your God to the test.’”",耶稣回答说、有人说、不可试用耶和华你的 神。
4,method,mBART-50,,13,0.531165,"When the devil had finished all this tempting, he left him until an opportune time.

Jesus Rejected at Nazareth",撒下9:7 魔鬼把这一切诱惑都作完、就离开他、直到有的时候
4,method,mBART-50,,14,0.828756,"Jesus returned to Galilee in the power of the Spirit, and news about him spread through the whole countryside.","耶稣在灵的力中回到加利利,使他的消息传遍了整个乡村。"
4,method,mBART-50,,15,0.871035,"He was teaching in their synagogues, and everyone praised him.","他在他们的犹太会堂里讲课,众人都赞美他。"
4,method,mBART-50,,16,0.835354,"He went to Nazareth, where he had been brought up, and on the Sabbath day he went into the synagogue, as was his custom. He stood up to read,","他到了 Nazareth,在那里长大。 安息日,他按自己的习俗进入犹太会堂,站起来看书,"
4,method,mBART-50,,17,0.811041,"and the scroll of the prophet Isaiah was handed to him. Unrolling it, he found the place where it is written:","耶和华将先知以赛亚的书卷递给他,他把书卷折开,找到了写在书上的地方。"
4,method,mBART-50,,18,0.847510,"“The Spirit of the Lord is on me,
because he has anointed me
to proclaim good news to the poor.
He has sent me to proclaim freedom for the prisoners
and recovery of sight for the blind,
to set the oppressed free,","耶和华的灵在我身上,因他使我为穷人传福音、为囚犯宣扬自由、为瞎子恢复视力、使受压迫的人自由、"
4,method,mBART-50,,19,0.764194,to proclaim the year of the Lord’s favor.”,宣布耶和华的恩赐年。
4,method,mBART-50,,20,0.793098,"Then he rolled up the scroll, gave it back to the attendant and sat down. The eyes of everyone in the synagogue were fastened on him.","他把书卷卷翻起来,交给侍者,坐下来, synagogue里所有的人都盯着他。"
4,method,mBART-50,,21,0.643650,"He began by saying to them, “Today this scripture is fulfilled in your hearing.”",创8 耶稣说、今日这经在你们的听中成就了。
4,method,mBART-50,,22,0.773367,All spoke well of him and were amazed at the gracious words that came from his lips. “Isn’t this Joseph’s son?” they asked.,"他们都对他讲得很好,惊奇地听见他从嘴里说的话。 他们问:“这不是约瑟的儿子吗?”"
4,method,mBART-50,,23,0.699322,"Jesus said to them, “Surely you will quote this proverb to me: ‘Physician, heal yourself!’ And you will tell me, ‘Do here in your hometown what we have heard that you did in Capernaum.’”",耶和华对他们说、你们必将这谚语传给我说、医者、治好自己。 你们必告诉我、你们在你们的家乡、当你们在 Capernaum所作的事、我们听见了。
4,method,mBART-50,,24,0.842844,"“Truly I tell you,” he continued, “no prophet is accepted in his hometown.","“我实在告诉你们,”他继续说,“没有一个先知在家乡被接受。"
4,method,mBART-50,,25,0.853544,"I assure you that there were many widows in Israel in Elijah’s time, when the sky was shut for three and a half years and there was a severe famine throughout the land.","我向你们保证,在以利雅时代,以色列有许多寡妇。 那时,天空被关了三年半,全地饥荒甚重。"
4,method,mBART-50,,26,0.743539,"Yet Elijah was not sent to any of them, but to a widow in Zarephath in the region of Sidon.","但以利亚不是差遣到他们中间的,乃是差遣给西顿的 Zarephath 的寡妇。"
4,method,mBART-50,,27,0.855776,"And there were many in Israel with leprosy in the time of Elisha the prophet, yet not one of them was cleansed—only Naaman the Syrian.”","在預言者以利沙的時代,以色列有许多人患了瘟疫,但其中沒有一個被清净,只有敘利亞人納曼。"
4,method,mBART-50,,28,0.872820,All the people in the synagogue were furious when they heard this.,"犹太会堂的众人听见这话,就发怒了。"
4,method,mBART-50,,29,0.837672,"They got up, drove him out of the town, and took him to the brow of the hill on which the town was built, in order to throw him off the cliff.","他们起来,将他赶出城里,带到城里建造的山顶上,要把他从悬崖上扔下来。"
4,method,mBART-50,,30,0.583009,"But he walked right through the crowd and went on his way.

Jesus Drives Out an Impure Spirit",耶稣驱赶出一个不洁净的灵
4,method,mBART-50,,31,0.837307,"Then he went down to Capernaum, a town in Galilee, and on the Sabbath he taught the people.","他下到加利利的 Capernaum城,在安息日教训百姓。"
4,method,mBART-50,,32,0.823018,"They were amazed at his teaching, because his words had authority.","他们对他的教训感到惊奇,因为他的话有权威。"
4,method,mBART-50,,33,0.819234,"In the synagogue there was a man possessed by a demon, an impure spirit. He cried out at the top of his voice,","在犹太会堂里,有一个被恶魔所支配的人,一个不洁净的灵,他大声喊道,"
4,method,mBART-50,,34,0.813334,"“Go away! What do you want with us, Jesus of Nazareth? Have you come to destroy us? I know who you are—the Holy One of God!”","“走吧,纳撒勒的耶稣,你想要我们什么呢?你来毁灭我们吗?我知道你是谁,神圣的!”"
4,method,mBART-50,,35,0.803140,“Be quiet!” Jesus said sternly. “Come out of him!” Then the demon threw the man down before them all and came out without injuring him.,"耶稣严厉地说,“离开他吧!”然后,恶魔把那人丢在众人面前,没有伤害他,就出来了。"
4,method,mBART-50,,36,0.809046,"All the people were amazed and said to each other, “What words these are! With authority and power he gives orders to impure spirits and they come out!”","众民都惊奇,彼此说:“这些话是什么!他用威权和力量命令邪恶的灵,他们出来!”"
4,method,mBART-50,,37,0.615164,"And the news about him spread throughout the surrounding area.

Jesus Heals Many",耶稣医治了许多人
4,method,mBART-50,,38,0.872330,"Jesus left the synagogue and went to the home of Simon. Now Simon’s mother-in-law was suffering from a high fever, and they asked Jesus to help her.","耶稣离开犹太会堂,到西门的家里去。 西蒙的岳母得了高烧,他们请耶稣帮助她。"
4,method,mBART-50,,39,0.749086,"So he bent over her and rebuked the fever, and it left her. She got up at once and began to wait on them.","于是他弯腰对着她,责备发烧,发烧就离开了她。 她立刻起来,等着他们。"
4,method,mBART-50,,40,0.864427,"At sunset, the people brought to Jesus all who had various kinds of sickness, and laying his hands on each one, he healed them.","到了日落的时候,众人将有各种病的人都带到耶稣那里。 耶稣把手放在每个人身上,医治他们。"
4,method,mBART-50,,41,0.484881,"Moreover, demons came out of many people, shouting, “You are the Son of God!” But he rebuked them and would not allow them to speak, because they knew he was the Messiah.",太5:9 又有许多恶魔从百姓中出来、喊道、你是神的儿子。
4,method,mBART-50,,42,0.794677,"At daybreak, Jesus went out to a solitary place. The people were looking for him and when they came to where he was, they tried to keep him from leaving them.","耶稣在黎明的时候,出去到一个孤儿的地方。 百姓正在寻找他。 他们到了他那里,设法阻止他离开他们。"
4,method,mBART-50,,43,0.804227,"But he said, “I must proclaim the good news of the kingdom of God to the other towns also, because that is why I was sent.”",撒上9:8 他说、我必须向各城传出神的国的福音、就是因为我被差遣来的。
4,method,mBART-50,,44,0.830201,And he kept on preaching in the synagogues of Judea.,他在犹太的犹太会堂继续传教。
4,method,nllb-200-distilled-600M,,1,0.788562,"Jesus answered, “It is written: ‘Man shall not live on bread alone.’”",耶稣回答说:经上写着说:人不只靠面包活.
4,method,nllb-200-distilled-600M,,2,0.874409,"where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of them he was hungry.","在那里,他被魔鬼试探了四十天.在那些日子里,他没有吃什么,最后,他饿了."
4,method,nllb-200-distilled-600M,,3,0.871059,"The devil said to him, “If you are the Son of God, tell this stone to become bread.”","魔鬼对他说:""如果你是神的儿子,请吩咐这块石头变成面包."
4,method,nllb-200-distilled-600M,,5,0.830959,The devil led him up to a high place and showed him in an instant all the kingdoms of the world.,"魔鬼带他上一个高处,一瞬间就给他看了世界所有的国."
4,method,nllb-200-distilled-600M,,6,0.837165,"And he said to him, “I will give you all their authority and splendor; it has been given to me, and I can give it to anyone I want to.","魔鬼对他说: 我要赐这一切权柄和这一切荣耀给你.这些权柄已经赐给了我,我可以给任何我想要的人."
4,method,nllb-200-distilled-600M,,7,0.875514,"If you worship me, it will all be yours.”","如果你崇拜我,一切都是你的."
4,method,nllb-200-distilled-600M,,8,0.875259,"Jesus answered, “It is written: ‘Worship the Lord your God and serve him only.’”","耶稣回答说: 经上写着:你要敬拜耶和华 ─ 你的神,只事奉他."
4,method,nllb-200-distilled-600M,,9,0.834983,"The devil led him to Jerusalem and had him stand on the highest point of the temple. “If you are the Son of God,” he said, “throw yourself down from here.","魔鬼带耶稣到耶路撒冷,把他放在殿顶上,说:如果你是神的儿子,就从这里下来."
4,method,nllb-200-distilled-600M,,10,0.808446,"For it is written:

“‘He will command his angels concerning you
to guard you carefully;","因为有经上说:""他要吩咐他的使者,照顾你."
4,method,nllb-200-distilled-600M,,11,0.691960,"they will lift you up in their hands,
so that you will not strike your foot against a stone.’”","他们必举你手上,免得你的脚撞到石头."
4,method,nllb-200-distilled-600M,,12,0.867118,"Jesus answered, “It is said: ‘Do not put the Lord your God to the test.’”",耶稣回答说:有说:' 不要试探耶和华 ─ 你的神. '
4,method,nllb-200-distilled-600M,,13,0.618107,"When the devil had finished all this tempting, he left him until an opportune time.

Jesus Rejected at Nazareth","魔鬼试探了一切,就离开他,直到另一个机会.耶稣就回纳撒勒,"
4,method,nllb-200-distilled-600M,,14,0.856501,"Jesus returned to Galilee in the power of the Spirit, and news about him spread through the whole countryside.","耶稣带着圣灵的力量回到加利利,他的名声遍布了那地方."
4,method,nllb-200-distilled-600M,,15,0.866890,"He was teaching in their synagogues, and everyone praised him.","他在他们的犹太教堂里教导,众人都赞美他."
4,method,nllb-200-distilled-600M,,16,0.845464,"He went to Nazareth, where he had been brought up, and on the Sabbath day he went into the synagogue, as was his custom. He stood up to read,","耶稣回到他长大的拿撒勒,就像惯例一样,在安息日进入犹太教堂,站起来读书."
4,method,nllb-200-distilled-600M,,17,0.841182,"and the scroll of the prophet Isaiah was handed to him. Unrolling it, he found the place where it is written:","给他拿了先知以赛亚的书卷.他打开书卷,发现那地方有这样写的:"
4,method,nllb-200-distilled-600M,,18,0.817778,"“The Spirit of the Lord is on me,
because he has anointed me
to proclaim good news to the poor.
He has sent me to proclaim freedom for the prisoners
and recovery of sight for the blind,
to set the oppressed free,","主的灵在我身上,因为他膏我,叫我向穷人传福音.他差我来,叫囚犯宣告自由,瞎子看见,使被压迫的人自由,"
4,method,nllb-200-distilled-600M,,19,0.759421,to proclaim the year of the Lord’s favor.”,宣告主的恩赐之年.
4,method,nllb-200-distilled-600M,,20,0.691743,"Then he rolled up the scroll, gave it back to the attendant and sat down. The eyes of everyone in the synagogue were fastened on him.","他了书卷,把它交给仆人,坐下来.在犹太教堂里的人都看着他."
4,method,nllb-200-distilled-600M,,21,0.694961,"He began by saying to them, “Today this scripture is fulfilled in your hearing.”","他开始对他们说:今天,你们听到的这经文已经成就了."
4,method,nllb-200-distilled-600M,,22,0.783092,All spoke well of him and were amazed at the gracious words that came from his lips. “Isn’t this Joseph’s son?” they asked.,"他们都赞美他,对他口中的恩话都惊,说:这不是约瑟的儿子吗?"
4,method,nllb-200-distilled-600M,,23,0.747550,"Jesus said to them, “Surely you will quote this proverb to me: ‘Physician, heal yourself!’ And you will tell me, ‘Do here in your hometown what we have heard that you did in Capernaum.’”","耶稣对他们说:你们必对我说这句比喻说:' 医生,医治你自己. '你们也必对我说:' 我们听见你在迦南做的事,在你的家乡就在这里做罢. '"
4,method,nllb-200-distilled-600M,,24,0.796512,"“Truly I tell you,” he continued, “no prophet is accepted in his hometown.","我实在告诉你们,没有先知在自己的家里受欢迎."
4,method,nllb-200-distilled-600M,,25,0.290840,"I assure you that there were many widows in Israel in Elijah’s time, when the sky was shut for three and a half years and there was a severe famine throughout the land.","我实在告诉你们,在以利亚的日子,天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天天"
4,method,nllb-200-distilled-600M,,26,0.799517,"Yet Elijah was not sent to any of them, but to a widow in Zarephath in the region of Sidon.","然而,以利亚并不是被差遣到其中一个人那里,只被差遣到西顿地撒勒巴的寡妇那里."
4,method,nllb-200-distilled-600M,,27,0.759604,"And there were many in Israel with leprosy in the time of Elisha the prophet, yet not one of them was cleansed—only Naaman the Syrian.”","先知以利沙的时候,以色列中有许多病人,但没有一个,惟有叙利亚人拿曼才得了治愈."
4,method,nllb-200-distilled-600M,,28,0.873499,All the people in the synagogue were furious when they heard this.,"犹太教堂里的众人听见这话,就发怒了."
4,method,nllb-200-distilled-600M,,29,0.834021,"They got up, drove him out of the town, and took him to the brow of the hill on which the town was built, in order to throw him off the cliff.","他们起来,把耶稣赶出城外,带他到城所建的山顶,要把他从悬崖上扔下."
4,method,nllb-200-distilled-600M,,30,0.783829,"But he walked right through the crowd and went on his way.

Jesus Drives Out an Impure Spirit","耶稣走在那群人中间,就走了.耶稣赶出了那不洁净的灵,"
4,method,nllb-200-distilled-600M,,31,0.760816,"Then he went down to Capernaum, a town in Galilee, and on the Sabbath he taught the people.","耶稣下来加利利城迦南,在安息日教导他们."
4,method,nllb-200-distilled-600M,,32,0.817079,"They were amazed at his teaching, because his words had authority.","人们就惊于他的教导,因为他的话有权柄."
4,method,nllb-200-distilled-600M,,33,0.768616,"In the synagogue there was a man possessed by a demon, an impure spirit. He cried out at the top of his voice,","在犹太会堂里,有一个有鬼附着的人,他大声喊着说:"
4,method,nllb-200-distilled-600M,,34,0.816091,"“Go away! What do you want with us, Jesus of Nazareth? Have you come to destroy us? I know who you are—the Holy One of God!”","拿撒勒人耶稣,你与我们有甚麽关系呢?你来了要毁灭我们吗?我知道你是谁,是神的圣人."
4,method,nllb-200-distilled-600M,,35,0.749148,“Be quiet!” Jesus said sternly. “Come out of him!” Then the demon threw the man down before them all and came out without injuring him.,"耶稣严厉责备他说: ""出来吧!""那时,鬼把那人扔在众人面前,没有伤害他就出来了."
4,method,nllb-200-distilled-600M,,36,0.737904,"All the people were amazed and said to each other, “What words these are! With authority and power he gives orders to impure spirits and they come out!”","众人都惊,彼此说:这何等的话呢?他凭权柄和权柄吩咐不洁净的灵出来了."
4,method,nllb-200-distilled-600M,,37,0.857825,"And the news about him spread throughout the surrounding area.

Jesus Heals Many","关于他的消息遍布了周围的地区.耶稣治愈了许多人,"
4,method,nllb-200-distilled-600M,,38,0.674491,"Jesus left the synagogue and went to the home of Simon. Now Simon’s mother-in-law was suffering from a high fever, and they asked Jesus to help her.","耶稣离开犹太会堂,进了西门家.西门的因烧得很大,就求耶稣帮助她."
4,method,nllb-200-distilled-600M,,39,0.610848,"So he bent over her and rebuked the fever, and it left her. She got up at once and began to wait on them.","耶稣就俯伏在她身上,责备了烧,烧就离开了她.她立刻起来,开始服务他们."
4,method,nllb-200-distilled-600M,,40,0.810334,"At sunset, the people brought to Jesus all who had various kinds of sickness, and laying his hands on each one, he healed them.","到了日落的时候,众人带着各种病患的,都带来耶稣那里去.他就按手给他们各人,治愈他们."
4,method,nllb-200-distilled-600M,,41,0.840198,"Moreover, demons came out of many people, shouting, “You are the Son of God!” But he rebuked them and would not allow them to speak, because they knew he was the Messiah.","许多人中,鬼都出来,喊着说:你是神的儿子.但耶稣责备他们,不允许他们说话,因为他们知道他是基督."
4,method,nllb-200-distilled-600M,,42,0.744586,"At daybreak, Jesus went out to a solitary place. The people were looking for him and when they came to where he was, they tried to keep him from leaving them.","清晨,耶稣出去去一个孤独的地方.众人寻找他,到了他那里,就不叫他离开他们."
4,method,nllb-200-distilled-600M,,43,0.634336,"But he said, “I must proclaim the good news of the kingdom of God to the other towns also, because that is why I was sent.”","但耶稣说:""我也必须传福音,传神的国,因为我就是奉命去传福音."
4,method,nllb-200-distilled-600M,,44,0.829574,And he kept on preaching in the synagogues of Judea.,他在犹大各处的犹太教堂里传道.
4,method,nllb-200-1.3B,,1,0.806513,"Jesus answered, “It is written: ‘Man shall not live on bread alone.’”","耶稣回答说:""经上说:'人不靠饼活下去. '"""
4,method,nllb-200-1.3B,,2,0.815273,"where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of them he was hungry.","在那里四十天,被魔鬼试探.在那四天里,他什么也没有吃,在那四天结束的时候,他就饿了."
4,method,nllb-200-1.3B,,3,0.866708,"The devil said to him, “If you are the Son of God, tell this stone to become bread.”","魔鬼对他说:""如果你是神的儿子,就吩咐这石头变成饼."
4,method,nllb-200-1.3B,,5,0.865160,The devil led him up to a high place and showed him in an instant all the kingdoms of the world.,"魔鬼带他上高处,一瞬间就把世界所有的国度都给他看,"
4,method,nllb-200-1.3B,,6,0.810427,"And he said to him, “I will give you all their authority and splendor; it has been given to me, and I can give it to anyone I want to.","他说:""我将这些权柄和荣耀都赐给你,因为这一切都赐给了我,我可以把这些权柄赐给我所欲的."
4,method,nllb-200-1.3B,,7,0.862633,"If you worship me, it will all be yours.”","如果你崇拜我,它将全部归你."
4,method,nllb-200-1.3B,,8,0.880402,"Jesus answered, “It is written: ‘Worship the Lord your God and serve him only.’”","耶稣回答说: ""经上说:'你要敬拜主你的神,只服事他. '"""
4,method,nllb-200-1.3B,,9,0.786251,"The devil led him to Jerusalem and had him stand on the highest point of the temple. “If you are the Son of God,” he said, “throw yourself down from here.","魔鬼带他到耶路撒冷,把他放在圣殿的顶部,对他说:""如果你是神的儿子,就从这里扔下去."
4,method,nllb-200-1.3B,,10,0.810567,"For it is written:

“‘He will command his angels concerning you
to guard you carefully;",因为经上说: 神必吩咐他的使者保护你.
4,method,nllb-200-1.3B,,11,0.715837,"they will lift you up in their hands,
so that you will not strike your foot against a stone.’”","他们要拿你在手上,免得你的脚碰在石头上."
4,method,nllb-200-1.3B,,12,0.840547,"Jesus answered, “It is said: ‘Do not put the Lord your God to the test.’”","耶稣回答说:""又说:'不可试探主你的神.'"
4,method,nllb-200-1.3B,,13,0.606146,"When the devil had finished all this tempting, he left him until an opportune time.

Jesus Rejected at Nazareth","魔鬼已经试探了耶稣,就离开他,等到另一个时机."
4,method,nllb-200-1.3B,,14,0.856006,"Jesus returned to Galilee in the power of the Spirit, and news about him spread through the whole countryside.","耶稣就带着圣灵的力量回到了加利利,他的名声传遍了四周."
4,method,nllb-200-1.3B,,15,0.868243,"He was teaching in their synagogues, and everyone praised him.","他在他们的会堂里教导,众人都赞美他."
4,method,nllb-200-1.3B,,16,0.839953,"He went to Nazareth, where he had been brought up, and on the Sabbath day he went into the synagogue, as was his custom. He stood up to read,","耶稣到了他长大的拿撒勒,按着习惯在安息日进了会堂,站起来读书."
4,method,nllb-200-1.3B,,17,0.830932,"and the scroll of the prophet Isaiah was handed to him. Unrolling it, he found the place where it is written:","他就拿到先知以赛亚的书卷,打开书卷,找到了这样写的地方:"
4,method,nllb-200-1.3B,,18,0.862623,"“The Spirit of the Lord is on me,
because he has anointed me
to proclaim good news to the poor.
He has sent me to proclaim freedom for the prisoners
and recovery of sight for the blind,
to set the oppressed free,","""主的灵在我身上,因为他膏我,要传福音给穷人;他差我去宣告囚犯的释放,瞎子的开眼,使受压迫的人得自由,"
4,method,nllb-200-1.3B,,19,0.770560,to proclaim the year of the Lord’s favor.”,宣告主恩待之年.
4,method,nllb-200-1.3B,,20,0.687854,"Then he rolled up the scroll, gave it back to the attendant and sat down. The eyes of everyone in the synagogue were fastened on him.","门徒把书卷卷起来,还给侍奉的人,就坐下了.在会堂里的人都着着他."
4,method,nllb-200-1.3B,,21,0.648490,"He began by saying to them, “Today this scripture is fulfilled in your hearing.”","他就对他们说: 今天,你们听这经文已经成就了."
4,method,nllb-200-1.3B,,22,0.834980,All spoke well of him and were amazed at the gracious words that came from his lips. “Isn’t this Joseph’s son?” they asked.,"他们都赞美他,惊奇他的口中出来的慈爱的话,说:""这不是约瑟的儿子吗?"""
4,method,nllb-200-1.3B,,23,0.769218,"Jesus said to them, “Surely you will quote this proverb to me: ‘Physician, heal yourself!’ And you will tell me, ‘Do here in your hometown what we have heard that you did in Capernaum.’”","耶稣对他们说: ""你们必定要对我说这语:'医生,治好自己吧!'你们必对我说:'我们听说你在迦百合所做的事,在这里,在你的家乡也做吧!'"
4,method,nllb-200-1.3B,,24,0.825697,"“Truly I tell you,” he continued, “no prophet is accepted in his hometown.","他又说:""我实在告诉你们,没有先知在自己的家里受欢迎."
4,method,nllb-200-1.3B,,25,0.652648,"I assure you that there were many widows in Israel in Elijah’s time, when the sky was shut for three and a half years and there was a severe famine throughout the land.","我实在告诉你们,以利亚在以色列的时候,天闭了三年六月,遍地大饥荒,有许多寡妇,"
4,method,nllb-200-1.3B,,26,0.794657,"Yet Elijah was not sent to any of them, but to a widow in Zarephath in the region of Sidon.","然而,以利亚没有被派去他们中的一个,只被派去西顿的撒勒法,去找一个寡妇."
4,method,nllb-200-1.3B,,27,0.637275,"And there were many in Israel with leprosy in the time of Elisha the prophet, yet not one of them was cleansed—only Naaman the Syrian.”","在先知以利沙的时候,以色列有许多长,但没有一个人被洁净,只有叙利亚人拿曼."
4,method,nllb-200-1.3B,,28,0.830591,All the people in the synagogue were furious when they heard this.,"众在会堂里的人听见这话,就满了怒气."
4,method,nllb-200-1.3B,,29,0.810843,"They got up, drove him out of the town, and took him to the brow of the hill on which the town was built, in order to throw him off the cliff.","他们起来,把耶稣赶到城外,带他到城所建立的山顶上,要把他从山顶上推下去."
4,method,nllb-200-1.3B,,30,0.814475,"But he walked right through the crowd and went on his way.

Jesus Drives Out an Impure Spirit","他穿过群众,就走了.耶稣把那不洁的灵赶出去."
4,method,nllb-200-1.3B,,31,0.827344,"Then he went down to Capernaum, a town in Galilee, and on the Sabbath he taught the people.","耶稣下到加利利的一个城,叫迦百内,在安息日教训众人."
4,method,nllb-200-1.3B,,32,0.701593,"They were amazed at his teaching, because his words had authority.","他们惊他的教导,因为他的话有权柄."
4,method,nllb-200-1.3B,,33,0.756347,"In the synagogue there was a man possessed by a demon, an impure spirit. He cried out at the top of his voice,","在会堂里有一个人,被一个不洁的鬼附着,大声喊道:"
4,method,nllb-200-1.3B,,34,0.824752,"“Go away! What do you want with us, Jesus of Nazareth? Have you come to destroy us? I know who you are—the Holy One of God!”","""拿撒勒人耶稣啊,你与我们有何事?你来毁灭我们吗?我知道你是谁,是神的圣者""."
4,method,nllb-200-1.3B,,35,0.639926,“Be quiet!” Jesus said sternly. “Come out of him!” Then the demon threw the man down before them all and came out without injuring him.,"耶稣责备他说: ""!从他里面出来!""那鬼把那人倒在众人中间,就不伤他,就出来了."
4,method,nllb-200-1.3B,,36,0.823665,"All the people were amazed and said to each other, “What words these are! With authority and power he gives orders to impure spirits and they come out!”","人们都惊,彼此说:""这话是什么话呢?他凭着权柄和能力吩咐污秽的灵,他们就出来了!"""
4,method,nllb-200-1.3B,,37,0.849953,"And the news about him spread throughout the surrounding area.

Jesus Heals Many",他的名声传遍了那四周的地方.耶稣治好许多人.
